Bigg Reaction ID,Reaction Name,Unnamed: 2,Metabolite,BiGG Metabolite ID,Metabolite Name
EX_hexdtr_e,"Exchange of 7, 10, 13-Hexadecatrienoic Acid",,hexdtr_e,hexdtr_e,"(Z,Z,Z)-7,10,13-Hexadecatrienoic Acid"
EX_hpdece_e,Exchange of Trans-Delta-2-Heptadecanoic Acid,,hpdece_e,hpdece_e,Trans-Delta-2-Heptadecanoic Acid
EX_eic21114tr_e,"Exchange of Trans, Cis, Cis-2, 11, 14-Eicosatrienoic Acid",,eic21114tr_e,eic21114tr_e,"Trans,Cis,Cis-2,11,14-Eicosatrienoic Acid"
EX_5eipenc_e,"Exchange of 5, 8, 11, 14, 17-Eicosapentenoic Acid",,5eipenc_e,5eipenc_e,"5,8,11,14,17-Eicosapentenoic Acid"
EX_CE4969_e,Exchange of Isobutyrylglycine,,CE4969_e,CE4969_e,Isobutyrylglycine
EX_CE1310_e,Exchange of N-Acetyl-L-Cysteine,,CE1310_e,CE1310_e,N-acetyl-L-cysteine
EX_agm_e,Agmatine exchange,,agm_e,agm_e,Agmatine
EX_T4hcinnm_e,EX T4hcinnm LPAREN e RPAREN ,,T4hcinnm_e,T4hcinnm_e,Trans 4 Hydroxycinnamate C9H7O3
EX_sucsal_e,Exchange of Succinic Semialdehyde,,sucsal_e,sucsal_e,Succinic semialdehyde
EX_CE7081_e,Exchange of 15(R)-HEPE,,CE7081_e,CE7081_e,15(R)-HEPE
EX_egme_e,Exchange of Succinic Semialdehyde,,egme_e,egme_e,Ecgonine methyl ester
EX_12harachd_e,Exchange of 12 Hydroxy Arachidonic Acid,,12harachd_e,12harachd_e,12 hydroxy arachidonic acid
EX_18harachd_e,Exchange of 18 Hydroxy Arachidonic Acid,,18harachd_e,18harachd_e,18 hydroxy arachidonic acid
EX_sql_e,Exchange of Squalene,,sql_e,sql_e,Squalene C30H50
EX_orn__D_e,Exchange of Ornithine,,orn__D_e,orn__D_e,D-Ornithine
EX_5g2oxpt_e,Exchange of 5-Guanidino-2-Oxopentanoic Acid,,5g2oxpt_e,5g2oxpt_e,2-Oxoarginine
EX_andrstndn_e,"Exchange of Androst-4-Ene-3, 17-Dione",,andrstndn_e,andrstndn_e,"Androst-4-ene-3,17-dione"
EX_dhea_e,Exchange of 3Beta-Hydroxyandrost-5-En-17-One,,dhea_e,dhea_e,Dehydroepiandrosterone
EX_eandrstrn_e,Exchange of 16Alpha-Hydroxydehydroepiandrosterone,,eandrstrn_e,eandrstrn_e,16alpha-hydroxydehydroepiandrosterone
EX_ahandrostan_e,Exchange of 3Alpha-Hydroxy-5Beta-Androstan-17-One,,ahandrostan_e,ahandrostan_e,3alpha-Hydroxy-5beta-androstan-17-one
EX_andrstandn_e,"Exchange of 5Alpha-Androstane-3, 17-Dione",,andrstandn_e,andrstandn_e,"5alpha-androstane-3,17-dione"
EX_CE2209_e,"Exchange of 5Alpha-Androstane-3Alpha, 17Beta-Diol",,CE2209_e,CE2209_e,"5alpha-androstane-3alpha,17beta-diol"
EX_estrone_e,Exchange of Estrone,,estrone_e,estrone_e,Estrone cytosol
EX_C05298_e,Exchange of 2-Hydroxyestrone,,C05298_e,C05298_e,2-Hydroxyestrone
EX_C05301_e,Exchange of 2-Hydroxyestradiol-17Beta,,C05301_e,C05301_e,2-Hydroxyestradiol-17beta
EX_C05299_e,Exchange of 2-Methoxyestrone,,C05299_e,C05299_e,2-Methoxyestrone
EX_C05302_e,Exchange of 2-Methoxyestradiol-17Beta,,C05302_e,C05302_e,2-Methoxyestradiol-17beta
EX_CE5072_e,Exchange of 21-Hydroxyallopregnanolone,,CE5072_e,CE5072_e,21-hydroxyallopregnanolone
EX_11docrtsl_e,Exchange of 11-Deoxycortisol,,11docrtsl_e,11docrtsl_e,11docrtsl c
EX_11docrtstrn_e,Exchange of 11-Deoxycorticosterone,,11docrtstrn_e,11docrtstrn_e,11-Deoxycorticosterone
EX_prgnlone_e,Exchange of Pregnenolone,,prgnlone_e,prgnlone_e,Prgnlone c
EX_CE2211_e,Exchange of Allopregnanolone,,CE2211_e,CE2211_e,Allopregnanolone
EX_17ahprgstrn_e,Exchange of 17Alpha-Hydroxyprogesterone,,17ahprgstrn_e,17ahprgstrn_e,17alpha-Hydroxyprogesterone
EX_17ahprgnlone_e,Exchange of 17Alpha-Hydroxypregnenolone,,17ahprgnlone_e,17ahprgnlone_e,17alpha-Hydroxypregnenolone
EX_C03681_e,"Exchange of 5Alpha-Pregnane-3, 20-Dione",,C03681_e,C03681_e,"5alpha-Pregnane-3,20-dione"
EX_HC02020_e,Exchange of Cholesterol-Ester-Palm,,HC02020_e,HC02020_e,Cholesterol-ester-palm
EX_prgnlones_e,Exchange of Pregnenolone Sulfate,,prgnlones_e,prgnlones_e,Pregnenolone sulfate
EX_CE1352_e,Exchange of 17Alpha-Hydroxypregnenolone Sulfate,,CE1352_e,CE1352_e,17Alpha-Hydroxypregnenolone Sulfate
EX_xol24oh_e,Exchange of (24S)-24-Hydroxycholesterol,,xol24oh_e,xol24oh_e,24-Hydroxycholesterol
EX_xol27oh_e,Exchange of 26-Hydroxycholesterol,,xol27oh_e,xol27oh_e,27-Hydroxycholesterol
EX_xol25oh_e,Exchange of 25-Hydroxycholesterol,,xol25oh_e,xol25oh_e,25-Hydroxycholesterol
EX_dsmsterol_e,Exchange of Desmosterol,,dsmsterol_e,dsmsterol_e,"Desmosterol; 3beta-cholesta-5,24-dien-3-ol"
EX_chsterols_e,Exchange of Cholesterol Sulfate,,chsterols_e,chsterols_e,Cholesterol sulfate
EX_3ityr__L_e,Exchange of 3-Iodo-L-Tyrosine,,3ityr__L_e,3ityr__L_e,3-Iodo-L-tyrosine
EX_35diotyr_e,"Exchange of 3, 5-Diiodo-L-Tyrosine",,35diotyr_e,35diotyr_e,"3,5-Diiodo-L-tyrosine"
EX_13_cis_retn_e,Exchange of 13-Cis-Retinoate,,13_cis_retn_e,13_cis_retn_e,13-cis-retinoate
EX_CE1617_e,Exchange of 9-Cis-Retinoate,,CE1617_e,CE1617_e,9-cis-retinoate
EX_HC00460_e,"Exchange of 2,5-Dihydroxybenzoate",,HC00460_e,HC00460_e,"2,5-dihydroxybenzoate"
EX_34dhoxmand_e,"Exchange of 3,4-Dihydroxymandelate",,34dhoxmand_e,34dhoxmand_e,"3,4-Dihydroxymandelate"
EX_fna5moxam_e,Exchange of Formyl-N-Acetyl-5-Methoxykynurenamine,,fna5moxam_e,fna5moxam_e,Formyl-N-acetyl-5-methoxykynurenamine
EX_CE5643_e,Exchange of Peroxynitrite,,CE5643_e,CE5643_e,Peroxynitrite
EX_CE7090_e,"Exchange of 18R-Hydroxy-5Z,8Z,11Z,14Z,16E-Eicosapentaenoic Acid",,CE7090_e,CE7090_e,18R-HEPE
EX_CE7085_e,"Exchange of (+-)-5-Hydroxy-6E,8Z,11Z,14Z,17Z-Eicosapentaenoic Acid",,CE7085_e,CE7085_e,5-HEPE; 5-hydroxyeicosapentaenoate
EX_CE7096_e,"Exchange of 5,15-Dihydroxyeicosatetraenoic Acid",,CE7096_e,CE7096_e,"5,15-DiHETE"
EX_CE4877_e,Exchange of 15-Deoxy-Prostaglandin J2,,CE4877_e,CE4877_e,15-deoxy-prostaglandin J2
EX_CE1447_e,Exchange of 11-Dehydrothromboxane B2,,CE1447_e,CE1447_e,11-dehydrothromboxane B2
EX_CE2006_e,Exchange of 4-Hydroxy-2-Nonenal,,CE2006_e,CE2006_e,4-hydroxy-2-nonenal
EX_CE1401_e,Exchange of Homocysteine Thiolactone,,CE1401_e,CE1401_e,Homocysteine thiolactone
EX_glucys_e,Exchange of Gamma-L-Glutamyl-L-Cysteine,,glucys_e,glucys_e,Gamma-L-Glutamyl-L-cysteine
EX_n8aspmd_e,Exchange of N(8)-Acetylspermidine,,n8aspmd_e,n8aspmd_e,N8-Acetylspermidine
EX_CE6205_e,Exchange of 5-Methoxytryptophol,,CE6205_e,CE6205_e,5-methoxytryptophol
EX_melatn_e,Exchange of Melatonine,,melatn_e,melatn_e,Melatn c
EX_6hoxmelatn_e,Exchange of 6-Hydroxymelatonin,,6hoxmelatn_e,6hoxmelatn_e,6hoxmelatn c
EX_trypta_e,Exchange of Tryptamine,,trypta_e,trypta_e,Tryptamine cytosol
EX_C10164_e,Exchange of Picolinic Acid,,C10164_e,C10164_e,Picolinic acid; pyridine-2-carboxylic acid
EX_CE4890_e,Exchange of N-Methylsalsolinol,,CE4890_e,CE4890_e,N-methylsalsolinol
EX_C09642_e,Exchange of (-)-Salsolinol,,C09642_e,C09642_e,(-)-Salsolinol
EX_C05769_e,Exchange of Coproporphyrin I,,C05769_e,C05769_e,Coproporphyrin I
EX_C05767_e,Exchange of Uroporphyrin I,,C05767_e,C05767_e,Uroporphyrin I
EX_C05770_e,Exchange of Coproporphyrin Iii,,C05770_e,C05770_e,Coproporphyrin Iii
EX_mhista_e,Exchange of N(Tele)-Methylhistaminium,,mhista_e,mhista_e,N-Methylhistamine
EX_ppbng_e,Exchange of Porphobilinogen,,ppbng_e,ppbng_e,Porphobilinogen
EX_13dampp_e,Exchange of Trimethylenediaminium,,13dampp_e,13dampp_e,1 3 Diaminopropane C3H12N2
EX_mma_e,EX mma LPAREN e RPAREN ,,mma_e,mma_e,Methylamine
EX_12ppd__R_e,"(R)-Propane-1,2-diol exchange",,12ppd__R_e,12ppd__R_e,"(R)-Propane-1,2-diol"
EX_ametam_e,Exchange of S-Adenosylmethioninamine,,ametam_e,ametam_e,S-Adenosylmethioninamine
EX_xylu__L_e,L-Xylulose exchange,,xylu__L_e,xylu__L_e,L-Xylulose
EX_xylu__D_e,Exchange of Xylu D,,xylu__D_e,xylu__D_e,D-Xylulose
EX_CE0737_e,Exchange of Malonic Dialdehyde,,CE0737_e,CE0737_e,Malonic dialdehyde
EX_sphings_e,Exchange of Sphingosine,,sphings_e,sphings_e,Sphingosine cytosol
EX_hdd2crn_e,Exchange of Trans-Hexadec-2-Enoyl Carnitine,,hdd2crn_e,hdd2crn_e,Trans-Hexadec-2-enoyl carnitine
EX_im4ac_e,Exchange of Imidazol-4-Ylacetate,,im4ac_e,im4ac_e,Imidazole-4-acetate
EX_CE1918_e,Exchange of 5-Hydroxytryptophol,,CE1918_e,CE1918_e,5-hydroxytryptophol
EX_mlthf_e,"Exchange of 5,10-Methylenetetrahydrofolate",,mlthf_e,mlthf_e,"5,10-Methylenetetrahydrofolate"
EX_ppp9_e,Exchange of Protoporphyrin,,ppp9_e,ppp9_e,Protoporphyrin
EX_aact_e,Exchange of Ammonioacetone,,aact_e,aact_e,Aminoacetone
EX_CE2705_e,Exchange of Quinonoid Dihydrobiopterin,,CE2705_e,CE2705_e,"7,8-Dihydrobiopterin"
EX_sphgn_e,Exchange of Sphinganine,,sphgn_e,sphgn_e,Sphinganine C18H40NO2
EX_N1aspmd_e,Exchange of N(1)-Acetylspermidine,,N1aspmd_e,N1aspmd_e,N1-Acetylspermidine
EX_1a25dhvitd3_e,Exchange of Calcitriol,,1a25dhvitd3_e,1a25dhvitd3_e,"1-alpha,25-Dihydroxyvitamin D3"
EX_prist_e,Exchange of Pristanic Acid,,prist_e,prist_e,Pristanic acid
EX_CE2049_e,"Exchange of 12,13-Hydroxyoctadec-9(Z)-Enoate",,CE2049_e,CE2049_e,"12,13-hydroxyoctadec-9(Z)-enoate"
EX_CE2047_e,"Exchange of 9,10-Hydroxyoctadec-12(Z)-Enoate",,CE2047_e,CE2047_e,"9,10-hydroxyoctadec-12(Z)-enoate"
EX_fdp_e,"Exchange of D-Fructose 1,6-Bisphosphate",,fdp_e,fdp_e,"D-Fructose 1,6-bisphosphate"
EX_coke_e,Exchange of Cocaine,,coke_e,coke_e,Cocaine
EX_5a2opntn_e,Exchange of 5-Amino-2-Oxopentanoic Acid,,5a2opntn_e,5a2opntn_e,5-Amino-2-oxopentanoate
EX_arg__D_e,Exchange of D-Arginine,,arg__D_e,arg__D_e,D-Arginine
EX_idl_hs_e,Exchange of IDL Hs,,idl_hs_e,idl_hs_e,Intermediate Density Lipoprotein
EX_ldl_hs_e,Exchange of LDL Hs,,ldl_hs_e,ldl_hs_e,Low Density Lipoprotein
EX_hdl_hs_e,Exchange of HDL Hs,,hdl_hs_e,hdl_hs_e,High Density Lipoprotein
EX_HC00005_e,Exchange of ApoB100,,HC00005_e,HC00005_e,ApoB100
EX_HC00006_e,Exchange of Apo C1,,HC00006_e,HC00006_e,ApoC1
EX_HC00007_e,Exchange of Apo C2,,HC00007_e,HC00007_e,ApoC2
EX_HC00008_e,Exchange of Apo C3,,HC00008_e,HC00008_e,ApoC3
EX_HC00009_e,Exchange of Apo E,,HC00009_e,HC00009_e,ApoE
EX_dopa4sf_e,Exchange of Dopamine 4-O-Sulfate ,,dopa4sf_e,dopa4sf_e,Dopamine 4-O-Sulphate
EX_dopa4glcur_e,Exchange of Dopamine 4-O-Glucuronide ,,dopa4glcur_e,dopa4glcur_e,Dopamine-4-O-Glucuronide
EX_dopa3glcur_e,Exchange of Dopamine 3-O-Glucuronide ,,dopa3glcur_e,dopa3glcur_e,Dopamine-3-O-Glucuronide
EX_4glu56dihdind_e,"Exchange of 4-S-Glutathionyl-5, 6-Dihydroxyindoline ",,4glu56dihdind_e,4glu56dihdind_e,"4-S-Glutathionyl-5,6-Dihydroxyindoline"
EX_5cysdopa_e,Exchange of 5-S-Cysteinyldopamine ,,5cysdopa_e,5cysdopa_e,5-S-Cysteinyldopamine
EX_CE5025_e,Exchange of 5-S-Glutathionyl-Dopamine ,,CE5025_e,CE5025_e,5-S-glutathionyl-dopamine
EX_CE2172_e,"Exchange of 6, 7-Dihydroxy-1, 2, 3, 4-Tetrahydroisoquinoline",,CE2172_e,CE2172_e,"6,7-dihydroxy-1,2,3,4-tetrahydroisoquinoline"
EX_CE5629_e,"Exchange of 6, 7-Dihydroxy-1, 2, 3, 4-Tetrahydroisoquinoline",,CE5629_e,CE5629_e,"1,2-dehydrosalsolinol"
EX_gd3_hs_e,Exchange/Demand Reaction,,gd3_hs_e,gd3_hs_e,GD3 (homo sapiens)
EX_gluside_hs_e,Exchange/Demand Reaction,,gluside_hs_e,gluside_hs_e,Glucocerebroside (homo sapiens)
EX_gm3_hs_e,Exchange/Demand Reaction,,gm3_hs_e,gm3_hs_e,Ganglioside GM3 (homo sapiens)
EX_cmpacna_e,Exchange of CMP-N-Acetyl-Beta-Neuraminate ,,cmpacna_e,cmpacna_e,CMP-N-acetylneuraminate
EX_gd2_hs_e,Exchange of Gd2 ,,gd2_hs_e,gd2_hs_e,GD2 (homo sapiens)
EX_gd1a_hs_e,Exchange of Gd1A,,gd1a_hs_e,gd1a_hs_e,GD1a (homo sapiens)
EX_34dhpe_e,"Exchange of 3, 4-Dihydroxyphenylethanol ",,34dhpe_e,34dhpe_e,"3,4-Dihydroxyphenylethanol"
EX_pail_hs_e,Exchange of 1-Phosphatidyl-1D-Myo-Inositol,,pail_hs_e,pail_hs_e,Phosphatidylinositol (homo sapiens)
EX_CE1243_e,"Exchange of (12S)-12-hydroxyheptadeca-5,8,10-trienoic acid (12S-HHT)",,CE1243_e,CE1243_e,12S-HHT
EX_CE5026_e,Exchange of 5-S-Glutathionyl-L-Dopa,,CE5026_e,CE5026_e,5-S-glutathionyl-L-DOPA
EX_5cysgly34dhphe_e,Exchange of 5-S-Cysteinylglycine Dopa,,5cysgly34dhphe_e,5cysgly34dhphe_e,5-S-Cysteinylglycine Dopa
EX_CE1261_e,Exchange of 5-S-Cysteinyldopa,,CE1261_e,CE1261_e,5-S-Cysteinyldopa
EX_galgluside_hs_e,Exchange of Galactosyl Glucosyl Ceramide,,galgluside_hs_e,galgluside_hs_e,Galactosyl glucosyl ceramide
EX_ga1_hs_e,Exchange of Gibberellin A1,,ga1_hs_e,ga1_hs_e,GA1 (homo sapiens)
EX_gm1_hs_e,Exchange of Ganglioside Gm1,,gm1_hs_e,gm1_hs_e,Ganglioside GM1 (homo sapiens)
EX_gm2_hs_e,Exchange of N-Acetyl-Beta-D-Galactosaminyl-(1->4)-[Alpha-N-Acetylneuraminosyl-(2->3)]-Beta-D-Galactosyl-Beta-D-Glucosyl-(1<->1)-Ceramide Anion,,gm2_hs_e,gm2_hs_e,Ganglioside GM2 (homo sapiens)
EX_gm1b_hs_e,Exchange of Gm1B,,gm1b_hs_e,gm1b_hs_e,GM1b (homo sapiens)
EX_gd1b_hs_e,Exchange of Gd1B,,gd1b_hs_e,gd1b_hs_e,GD1b (homo sapiens)
EX_gt1b_hs_e,Exchange of Gt1B,,gt1b_hs_e,gt1b_hs_e,GT1b (homo sapiens)
EX_mem2emgacpail_prot_hs_e,HMR 9712,,mem2emgacpail_prot_hs_e,mem2emgacpail_prot_hs_e,"({[(mannosyl),(phosphoethanolaminyl)]-dimannosyl},{phosphoethanolaminyl})-mannosyl-glucosaminyl-acylphosphatidylinositol-Protein (M4B)"
EX_nadh_e,Exchange of Nicotinamide Adenine Dinucleotide - Reduced,,nadh_e,nadh_e,Nicotinamide adenine dinucleotide - reduced
EX_glc__D_e,D-Glucose exchange,,glc__D_e,glc__D_e,D-Glucose
EX_sbt__D_e,D-Sorbitol exchange,,sbt__D_e,sbt__D_e,D-Sorbitol
EX_12dhchol_e,EX 12dhchol(e),,12dhchol_e,12dhchol_e,"12-Dehydrocholic acid; 12-Oxodeoxycholic acid; 12oxo-3alpha,7alpha-Dihydroxy-5beta-cholan-24-oic acid"
EX_3dhcdchol_e,EX 3dhcdchol(e),,3dhcdchol_e,3dhcdchol_e,3-Dehydrochenodeoxychollyc acid; 7oxo-3alpha-hydroxy-5beta-cholan-24-oic acid
EX_3dhchol_e,EX 3dhchol(e),,3dhchol_e,3dhchol_e,"3-Dehydrocholic acid; 3oxo-7alpha,12alpha-Dihydroxy-5beta-cholan-24-oic acid"
EX_3dhdchol_e,EX 3dhdchol(e),,3dhdchol_e,3dhdchol_e,3-dehydro-Deoxycholate
EX_3dhlchol_e,EX 3dhlchol(e),,3dhlchol_e,3dhlchol_e,3-dehydro-Lithocholate
EX_7dhcdchol_e,EX 7dhcdchol(e),,7dhcdchol_e,7dhcdchol_e,7-Dehydrochenodeoxycholic acid; 7oxo-3alpha-hydroxy-5beta-cholan-24-oic acid
EX_7dhchol_e,EX 7dhchol(e),,7dhchol_e,7dhchol_e,"7-Dehydrocholic acid; 7-Oxodeoxycholic acid; 7oxo-3alpha,12alpha-Dihydroxy-5beta-cholan-24-oic acid"
EX_ca24g_e,EX ca24g(e),,ca24g_e,ca24g_e,"Cholic acid-24glucuronide, CA-24G"
EX_ca3s_e,EX ca3s(e),,ca3s_e,ca3s_e,Cholic acid 3-sulfate
EX_cdca24g_e,EX cdca24g(e),,cdca24g_e,cdca24g_e,"Chenodeoxycholic acid-24glucuronide, CDCA-24G"
EX_cdca3g_e,EX cdca3g(e),,cdca3g_e,cdca3g_e,"Chenodeoxycholic acid-3glucuronide, CDCA-3G"
EX_coprost_e,EX coprost(e),,coprost_e,coprost_e,Coprostanol
EX_dca24g_e,EX dca24g(e),,dca24g_e,dca24g_e,"Deoxycholic acid-24glucuronide, CDA-24G"
EX_dca3g_e,EX dca3g(e),,dca3g_e,dca3g_e,"Deoxycholic acid-3glucuronide, CDA-3G"
EX_dca3s_e,EX dca3s(e),,dca3s_e,dca3s_e,Deoxycholic acid 3-sulfate
EX_gca3s_e,EX gca3s(e),,gca3s_e,gca3s_e,Glycocholic acid 3-sulfate
EX_gcdca3s_e,EX gcdca3s(e),,gcdca3s_e,gcdca3s_e,Glycochenodeoxycholic acid 3-sulfate
EX_gdca3s_e,EX gdca3s(e),,gdca3s_e,gdca3s_e,Glycodeoxycholic acid 3-sulfate
EX_gudca3s_e,EX gudca3s(e),,gudca3s_e,gudca3s_e,Glycoursodeoxycholic acid 3-sulfate
EX_hca24g_e,EX hca24g(e),,hca24g_e,hca24g_e,"Hyocholic acid-24glucuronide, HCA-24G"
EX_hca6g_e,EX hca6g(e),,hca6g_e,hca6g_e,"Hyocholic acid-6glucuronide, HCA-6G"
EX_hdca24g_e,EX hdca24g(e),,hdca24g_e,hdca24g_e,"Hyodeoxycholic acid-24glucuronide, HDCA-24G"
EX_hdca6g_e,EX hdca6g(e),,hdca6g_e,hdca6g_e,"Hyodeoxycholic acid-6glucuronide, HDCA-6G"
EX_hyochol_e,EX hyochol(e),,hyochol_e,hyochol_e,Hyocholic acid; gamma-Muricholate
EX_icdchol_e,EX icdchol(e),,icdchol_e,icdchol_e,"Isochenodeoxycholic acid; 3beta,7alpha-Dihydroxy-5beta-cholanic acid"
EX_isochol_e,EX isochol(e),,isochol_e,isochol_e,"Isochenodeoxycholic acid; 3beta,7alpha,12alpha-Trihydroxy-5beta-cholanic acid"
EX_lca24g_e,EX lca24g(e),,lca24g_e,lca24g_e,"Lithocholic acid-24glucuronide, CDCA-24G"
EX_lca3g_e,EX lca3g(e),,lca3g_e,lca3g_e,"Lithocholic acid-3glucuronide, CDCA-3G"
EX_lca3s_e,EX lca3s(e),,lca3s_e,lca3s_e,Lithocholic acid 3-sulfate
EX_tca3s_e,EX tca3s(e),,tca3s_e,tca3s_e,Taurocholic acid 3-sulfate
EX_tcdca3s_e,EX tcdca3s(e),,tcdca3s_e,tcdca3s_e,Taurochenodeoxycholic acid 3-sulfate
EX_tdca3s_e,EX tdca3s(e),,tdca3s_e,tdca3s_e,Taurodeoxycholic acid 3-sulfate
EX_thyochol_e,EX thyochol(e),,thyochol_e,thyochol_e,"Taurohyocholic acid; N-(3alpha,6alpha,7alpha-Trihydroxy-5beta-cholan-24-oyl)taurine"
EX_tudca3s_e,EX tudca3s(e),,tudca3s_e,tudca3s_e,Tauroursodeoxycholic acid 3-sulfate
EX_uchol_e,EX uchol(e),,uchol_e,uchol_e,"Ursocholic acid; 3alpha,7beta,12alpha-Trihydroxy-5beta-cholan-24-oic acid; 3alpha,7beta,12alpha-Trihydroxy-5beta-cholanic acid; 7beta-Hydroxyisocholic acid; 7-Epicholic acid"
EX_udca3s_e,EX udca3s(e),,udca3s_e,udca3s_e,Ursodeoxycholic acid 3-sulfate
EX_12htacr_e,Exchange reaction for 12-hydroxy tacrolimus in intestinal lumen,,12htacr_e,12htacr_e,"12-HT or M-VI, 12-hydroxy tacrolimus"
EX_1331tacr_e,"Exchange reaction for 13,31-O-Didesmethyl-tacrolimus in hepatic vein",,1331tacr_e,1331tacr_e,"13,31-O-Didesmethyl-tacrolimus"
EX_13dmt_e,Exchange reaction for 13-O-desmethyl tacrolimus in intestinal lumen,,13dmt_e,13dmt_e,"13-O-desmethyl tacrolimus, 13-DMT or M-I"
EX_14hmdz_e,"Exchange reaction for 1,4-Dihydroxy-midazolam in hepatic vein",,14hmdz_e,14hmdz_e,"1,4-Dihydroxy-midazolam"
EX_1513tacr_e,"Exchange reaction for 13,15-O-didesmethyl tacrolimus in intestinal lumen",,1513tacr_e,1513tacr_e,"13,15-O-didesmethyl tacrolimus"
EX_1531tacr_e,"Exchange reaction for 15, 31-O-Didesmethyl-tacrolimus in hepatic vein",,1531tacr_e,1531tacr_e,"15, 31-O-Didesmethyl-tacrolimus"
EX_15dmt_e,Exchange reaction for 15-O-desmethyl tacrolimus in intestinal lumen,,15dmt_e,15dmt_e,"15-DMT or M-III, 15-O-desmethyl tacrolimus"
EX_1hibup__S_e,Exchange reaction for 1-hydroxy-ibuprofen in hepatic vein,,1hibup__S_e,1hibup__S_e,1-hydroxy S-ibuprofen
EX_1hibupglu__S_e,Exchange reaction for 1-hydroxy S-ibuprofen-glucuronide in hepatic vein,,1hibupglu__S_e,1hibupglu__S_e,1-hydroxy S-ibuprofen-glucuronide
EX_1hmdgluc_e,Exchange reaction for 1-OH-midazolam-glucuronide in portal blood,,1hmdgluc_e,1hmdgluc_e,1-OH-midazolam-glucuronide
EX_1ohmdz_e,Exchange reaction for 1-OH-midazolam in portal blood,,1ohmdz_e,1ohmdz_e,1-OH-midazolam
EX_2hatvacid_e,Exchange reaction for 2-hydroxy-atorvastatin-acid in portal blood,,2hatvacid_e,2hatvacid_e,2-hydroxy-atorvastatin-acid / ortho-hydroxy-atorvastatin acid
EX_2hatvacidgluc_e,Exchange reaction for 2-hydroxy-atorvastatin-acyl-glucuronide in bile,,2hatvacidgluc_e,2hatvacidgluc_e,2-hydroxy-atorvastatin-acyl-glucuronide
EX_2hatvlac_e,Exchange reaction for 2-hydroxy-atorvastatin-lactone in portal blood,,2hatvlac_e,2hatvlac_e,2-hydroxy-atorvastatin-lactone / ortho-hydroxy-atorvastatin lactone
EX_2hatvlacgluc_e,Exchange reaction for 2-hydroxy-atorvastatin-lactone-glucuronide in bile,,2hatvlacgluc_e,2hatvlacgluc_e,2-hydroxy-atorvastatin-lactone-glucuronide
EX_2hibup__R_e,Exchange reaction for R-2-hydroxy-ibuprofen in hepatic vein,,2hibup__R_e,2hibup__R_e,2-hydroxy-R-ibuprofen
EX_2hibup__S_e,Exchange reaction for S-2-hydroxy-ibuprofen in hepatic vein,,2hibup__S_e,2hibup__S_e,2-hydroxy-S-ibuprofen
EX_2hibupglu__S_e,Exchange reaction for 2-hydroxy S-ibuprofen-glucuronide in hepatic vein,,2hibupglu__S_e,2hibupglu__S_e,2-hydroxy S-ibuprofen-glucuronide
EX_31dmt_e,Exchange reaction for 31-O-desmethyl tacrolimus in intestinal lumen,,31dmt_e,31dmt_e,"31-DMT or M-II, 31-O-desmethyl tacrolimus"
EX_35dhpvs_e,Exchange reaction for 3-alpha-5-beta-dihydroxy pravastatin in portal blood,,35dhpvs_e,35dhpvs_e,"3-alpha,5beta-dihydroxy-pravastatin / 3-alpha5beta6beta-trihydroxy pravastatin"
EX_35dsmv_e,"Exchange reaction for 3,5-dihydrodiol-simvastatin-lactone form in bile",,35dsmv_e,35dsmv_e,"3,5-dihydrodiol-simvastatin-lactone form"
EX_3hibup__R_e,Exchange reaction for R-3-hydroxy-ibuprofen in hepatic vein,,3hibup__R_e,3hibup__R_e,3-hydroxy R-ibuprofen
EX_3hibup__S_e,Exchange reaction for S-3-hydroxy-ibuprofen in hepatic vein,,3hibup__S_e,3hibup__S_e,3-hydroxy S-ibuprofen
EX_3hibupglu__S_e,Exchange reaction for 3-hydroxy S-ibuprofen-glucuronide in hepatic vein,,3hibupglu__S_e,3hibupglu__S_e,3-hydroxy S-ibuprofen-glucuronide
EX_3hlvstacid_e,Exchange reaction for 3-hydroxy-lovastatin acid form in bile,,3hlvstacid_e,3hlvstacid_e,3-hydroxy-lovastatin acid form
EX_3hpvs_e,Exchange reaction for 3-hydroxy pravastatin in portal blood,,3hpvs_e,3hpvs_e,3-S-hydroxy-pravastatin
EX_3hpvstet_e,Exchange reaction of 3-S-hydroxy-pravastatin-tetranor in hepatic vein,,3hpvstet_e,3hpvstet_e,3-S-hydroxy-pravastatin-tetranor
EX_3hsmvacid_e,Exchange reaction for 3-hydroxy-simvastatin-acid form form in bile,,3hsmvacid_e,3hsmvacid_e,3-hydroxy-simvastatin-acid form
EX_3ispvs_e,Exchange reaction for 3-alpha-iso-pravastatin in portal blood,,3ispvs_e,3ispvs_e,3-alpha-iso-pravastatin
EX_3ohacmp_e,Exchange reaction for 3-OH-acetaminophen in hepatic vein,,3ohacmp_e,3ohacmp_e,3-hydroxy-acetaminophen
EX_4bhglz_e,Exchange reaction for 4-beta-OH-gliclazide in hepatic vein,,4bhglz_e,4bhglz_e,4-beta-OH-gliclazide
EX_4hatvacid_e,Exchange reaction for 4-hydroxy-atorvastatin-acid in portal blood,,4hatvacid_e,4hatvacid_e,4-hydroxy-atorvastatin-acid / para-hydroxy-atorvastatin acid
